"Designator,""Footprint"",""Mid X"",""Mid Y"",""Ref X"",""Ref Y"",""Pad X"",""Pad Y"",""Layer"",""Rotation"",""Comment"""
"R125,""0603_ReflowSoldering_RES"",""8031.25mil"",""1668.75mil"",""8031.25mil"",""1668.75mil"",""8031.25mil"",""1642.35mil"",""T"",""90.00"",""RES_0603_1%_100PPM_47K"""
"R121,""0603_ReflowSoldering_RES"",""3395mil"",""1605mil"",""3395mil"",""1605mil"",""3368.6mil"",""1605mil"",""T"",""360.00"",""RES_0603_1%_100PPM_680R"""
"R116,""0603_ReflowSoldering_RES"",""7881.25mil"",""2406.25mil"",""7881.25mil"",""2406.25mil"",""7881.25mil"",""2379.85mil"",""T"",""90.00"",""RES_0603_1%_100PPM_47K"""
"R115,""0603_ReflowSoldering_RES"",""8501.4mil"",""1535mil"",""8501.4mil"",""1535mil"",""8475mil"",""1535mil"",""T"",""360.00"",""RES_0603_1%_100PPM_10K"""
"R113,""0603_ReflowSoldering_RES"",""1693.75mil"",""1225mil"",""1693.75mil"",""1225mil"",""1720.15mil"",""1225mil"",""T"",""180.00"",""RES_0603_1%_100PPM_10K"""
"R112,""0603_ReflowSoldering_RES"",""1846.4mil"",""1391.4mil"",""1846.4mil"",""1391.4mil"",""1846.4mil"",""1417.8mil"",""T"",""270.00"",""RES_0603_1%_100PPM_22R"""
"R111,""0805_ReflowSoldering_RES"",""2510mil"",""1470mil"",""2510mil"",""1470mil"",""2474mil"",""1470mil"",""T"",""360.00"",""RES_0805_5%_300PPM_18M"""
"R108,""0603_ReflowSoldering_RES"",""2250mil"",""62.5mil"",""2250mil"",""62.5mil"",""2250mil"",""88.9mil"",""T"",""270.00"",""RES_0603_1%_100PPM_680R"""
"R107,""0603_ReflowSoldering_RES"",""2743.75mil"",""1643.75mil"",""2743.75mil"",""1643.75mil"",""2743.75mil"",""1617.35mil"",""T"",""90.00"",""RES_0603_1%_100PPM_10K"""
"R106,""0603_ReflowSoldering_RES"",""1750mil"",""1593.75mil"",""1750mil"",""1593.75mil"",""1776.4mil"",""1593.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_10K"""
"R104,""0603_ReflowSoldering_RES"",""2156.25mil"",""1762.5mil"",""2156.25mil"",""1762.5mil"",""2156.25mil"",""1788.9mil"",""T"",""270.00"",""RES_0603_1%_100PPM_10K"""
"R103,""0603_ReflowSoldering_RES"",""2028.45mil"",""2125mil"",""2028.45mil"",""2125mil"",""2054.85mil"",""2125mil"",""T"",""180.00"",""RES_0603_1%_100PPM_10K"""
"R100,""0603_ReflowSoldering_RES"",""3205mil"",""1661.631mil"",""3205mil"",""1661.631mil"",""3205mil"",""1688.032mil"",""T"",""270.00"",""RES_0603_1%_100PPM_1.69K"""
"R97,""0603_ReflowSoldering_RES"",""3205mil"",""1525mil"",""3205mil"",""1525mil"",""3205mil"",""1551.4mil"",""T"",""270.00"",""RES_0603_1%_100PPM_1K"""
"R95,""0603_ReflowSoldering_RES"",""9062.5mil"",""2756.25mil"",""9062.5mil"",""2756.25mil"",""9062.5mil"",""2729.85mil"",""T"",""90.00"",""RES_0603_1%_100PPM_9.76K"""
"R93,""0603_ReflowSoldering_RES"",""4075mil"",""1850mil"",""4075mil"",""1850mil"",""4101.4mil"",""1850mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"R92,""0603_ReflowSoldering_RES"",""3965mil"",""2035mil"",""3965mil"",""2035mil"",""3965mil"",""2008.6mil"",""T"",""90.00"",""RES_0603_1%_100PPM_10K"""
"R91,""0603_ReflowSoldering_RES"",""8923.6mil"",""2795mil"",""8923.6mil"",""2795mil"",""8950mil"",""2795mil"",""T"",""180.00"",""RES_0603_1%_100PPM_237K"""
"R90,""0603_ReflowSoldering_RES"",""4215mil"",""1600mil"",""4215mil"",""1600mil"",""4241.4mil"",""1600mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"R88,""0603_ReflowSoldering_RES"",""7567.48mil"",""1943.75mil"",""7567.48mil"",""1943.75mil"",""7593.88mil"",""1943.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"R87,""0603_ReflowSoldering_RES"",""3395mil"",""1355mil"",""3395mil"",""1355mil"",""3368.6mil"",""1355mil"",""T"",""360.00"",""RES_0603_1%_100PPM_680R"""
"R35,""0603_ReflowSoldering_RES"",""3965mil"",""1285mil"",""3965mil"",""1285mil"",""3965mil"",""1258.6mil"",""T"",""90.00"",""RES_0603_1%_100PPM_10K"""
"R85,""0603_ReflowSoldering_RES"",""1170mil"",""415mil"",""1170mil"",""415mil"",""1143.6mil"",""415mil"",""T"",""360.00"",""RES_0603_1%_100PPM_4.87K"""
"R84,""0603_ReflowSoldering_RES"",""1585.487mil"",""269.363mil"",""1585.487mil"",""269.363mil"",""1559.088mil"",""269.363mil"",""T"",""360.00"",""RES_0603_1%_100PPM_1M"""
"R83,""0603_ReflowSoldering_RES"",""2900mil"",""1260mil"",""2900mil"",""1260mil"",""2873.6mil"",""1260mil"",""T"",""360.00"",""RES_0603_1%_100PPM_10K"""
"R82,""0603_ReflowSoldering_RES"",""2900mil"",""1320mil"",""2900mil"",""1320mil"",""2873.6mil"",""1320mil"",""T"",""360.00"",""RES_0603_1%_100PPM_10K"""
"R81,""0603_ReflowSoldering_RES"",""1068.75mil"",""2100mil"",""1068.75mil"",""2100mil"",""1042.35mil"",""2100mil"",""T"",""360.00"",""RES_0603_1%_100PPM_10K"""
"R80,""0603_ReflowSoldering_RES"",""1068.75mil"",""1662.5mil"",""1068.75mil"",""1662.5mil"",""1042.35mil"",""1662.5mil"",""T"",""360.00"",""RES_0603_1%_100PPM_1K"""
"R79,""0603_ReflowSoldering_RES"",""1170mil"",""535mil"",""1170mil"",""535mil"",""1196.4mil"",""535mil"",""T"",""180.00"",""RES_0603_1%_100PPM_51R"""
"R78,""0603_ReflowSoldering_RES"",""1170mil"",""595mil"",""1170mil"",""595mil"",""1196.4mil"",""595mil"",""T"",""180.00"",""RES_0603_1%_100PPM_51R"""
"R77,""0603_ReflowSoldering_RES"",""1170mil"",""655mil"",""1170mil"",""655mil"",""1196.4mil"",""655mil"",""T"",""180.00"",""RES_0603_1%_100PPM_51R"""
"R76,""0603_ReflowSoldering_RES"",""1343.75mil"",""1737.5mil"",""1343.75mil"",""1737.5mil"",""1343.75mil"",""1763.9mil"",""T"",""270.00"",""RES_0603_1%_100PPM_51R"""
"R75,""0603_ReflowSoldering_RES"",""1645mil"",""825mil"",""1645mil"",""825mil"",""1645mil"",""851.4mil"",""T"",""270.00"",""RES_0603_1%_100PPM_22R"""
"R74,""0603_ReflowSoldering_RES"",""7981.25mil"",""2406.25mil"",""7981.25mil"",""2406.25mil"",""7981.25mil"",""2432.65mil"",""T"",""270.00"",""RES_0603_1%_100PPM_4.7K"""
"R73,""0603_ReflowSoldering_RES"",""1457.65mil"",""268.75mil"",""1457.65mil"",""268.75mil"",""1431.25mil"",""268.75mil"",""T"",""360.00"",""RES_0603_1%_100PPM_1.5K"""
"R72,""0603_ReflowSoldering_RES"",""1170mil"",""715mil"",""1170mil"",""715mil"",""1196.4mil"",""715mil"",""T"",""180.00"",""RES_0603_1%_100PPM_51R"""
"R71,""0603_ReflowSoldering_RES"",""1450mil"",""843.75mil"",""1450mil"",""843.75mil"",""1450mil"",""817.35mil"",""T"",""90.00"",""RES_0603_1%_100PPM_4.7K"""
"R70,""0603_ReflowSoldering_RES"",""9087.5mil"",""2668.75mil"",""9087.5mil"",""2668.75mil"",""9113.9mil"",""2668.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_2.49M"""
"R69,""0603_ReflowSoldering_RES"",""9231.25mil"",""2837.5mil"",""9231.25mil"",""2837.5mil"",""9231.25mil"",""2863.9mil"",""T"",""270.00"",""RES_0603_1%_100PPM_1.15K"""
"R68,""0603_ReflowSoldering_RES"",""9625mil"",""2919.055mil"",""9625mil"",""2919.055mil"",""9651.4mil"",""2919.055mil"",""T"",""180.00"",""RES_0603_1%_100PPM_604K"""
"R67,""0603_ReflowSoldering_RES"",""9568.75mil"",""3018.75mil"",""9568.75mil"",""3018.75mil"",""9595.15mil"",""3018.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_9.1K"""
"R66,""0603_ReflowSoldering_RES"",""7631.25mil"",""2075mil"",""7631.25mil"",""2075mil"",""7631.25mil"",""2048.6mil"",""T"",""90.00"",""RES_0603_1%_100PPM_115R"""
"R65,""0603_ReflowSoldering_RES"",""9187.5mil"",""1018.75mil"",""9187.5mil"",""1018.75mil"",""9213.9mil"",""1018.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_9.1K"""
"R63,""0603_ReflowSoldering_RES"",""9085.63mil"",""3070mil"",""9085.63mil"",""3070mil"",""9085.63mil"",""3043.6mil"",""T"",""90.00"",""RES_0603_1%_100PPM_47K"""
"R62,""0603_ReflowSoldering_RES"",""450mil"",""2475mil"",""450mil"",""2475mil"",""450mil"",""2501.4mil"",""T"",""270.00"",""RES_0603_1%_100PPM_47K"""
"R61,""0603_ReflowSoldering_RES"",""9468.75mil"",""3043.75mil"",""9468.75mil"",""3043.75mil"",""9468.75mil"",""3017.35mil"",""T"",""90.00"",""RES_0603_1%_100PPM_68K"""
"R60,""0603_ReflowSoldering_RES"",""4215mil"",""1345mil"",""4215mil"",""1345mil"",""4241.4mil"",""1345mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"R59,""0603_ReflowSoldering_RES"",""7474.36mil"",""1426.4mil"",""7474.36mil"",""1426.4mil"",""7474.36mil"",""1452.8mil"",""T"",""270.00"",""RES_0603_1%_100PPM_4.7K"""
"R58,""0603_ReflowSoldering_RES"",""4075mil"",""1345mil"",""4075mil"",""1345mil"",""4101.4mil"",""1345mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"R57,""0603_ReflowSoldering_RES"",""3290mil"",""1911.4mil"",""3290mil"",""1911.4mil"",""3290mil"",""1885mil"",""T"",""90.00"",""RES_0603_1%_100PPM_4.7K"""
"R56,""0603_ReflowSoldering_RES"",""9187.5mil"",""1081.25mil"",""9187.5mil"",""1081.25mil"",""9161.1mil"",""1081.25mil"",""T"",""360.00"",""RES_0603_1%_100PPM_68K"""
"R55,""0603_ReflowSoldering_RES"",""6840mil"",""3050mil"",""6840mil"",""3050mil"",""6813.6mil"",""3050mil"",""T"",""360.00"",""RES_0603_1%_100PPM_4.7K"""
"R54,""0603_ReflowSoldering_RES"",""6715mil"",""3120mil"",""6715mil"",""3120mil"",""6688.6mil"",""3120mil"",""T"",""360.00"",""RES_0603_1%_100PPM_2.2K"""
"R53,""0603_ReflowSoldering_RES"",""862.5mil"",""1493.75mil"",""862.5mil"",""1493.75mil"",""836.1mil"",""1493.75mil"",""T"",""360.00"",""RES_0603_1%_100PPM_680R"""
"R52,""0603_ReflowSoldering_RES"",""3965mil"",""1535mil"",""3965mil"",""1535mil"",""3965mil"",""1508.6mil"",""T"",""90.00"",""RES_0603_1%_100PPM_10K"""
"R51,""0603_ReflowSoldering_RES"",""3290mil"",""1645mil"",""3290mil"",""1645mil"",""3290mil"",""1618.6mil"",""T"",""90.00"",""RES_0603_1%_100PPM_4.7K"""
"R50,""0603_ReflowSoldering_RES"",""1312.5mil"",""2056.25mil"",""1312.5mil"",""2056.25mil"",""1312.5mil"",""2082.65mil"",""T"",""270.00"",""RES_0603_1%_100PPM_10K"""
"R49,""0603_ReflowSoldering_RES"",""356.25mil"",""2462.5mil"",""356.25mil"",""2462.5mil"",""329.85mil"",""2462.5mil"",""T"",""360.00"",""RES_0603_1%_100PPM_2.2K"""
"R48,""0603_ReflowSoldering_RES"",""2643.75mil"",""381.25mil"",""2643.75mil"",""381.25mil"",""2617.35mil"",""381.25mil"",""T"",""360.00"",""RES_0603_1%_100PPM_1M"""
"R47,""0603_ReflowSoldering_RES"",""2906.25mil"",""825mil"",""2906.25mil"",""825mil"",""2879.85mil"",""825mil"",""T"",""360.00"",""RES_0603_1%_100PPM_22R"""
"R46,""0603_ReflowSoldering_RES"",""1243.75mil"",""1875mil"",""1243.75mil"",""1875mil"",""1270.15mil"",""1875mil"",""T"",""180.00"",""RES_0603_1%_100PPM_7.5K"""
"R45,""0603_ReflowSoldering_RES"",""1443.75mil"",""2118.75mil"",""1443.75mil"",""2118.75mil"",""1470.15mil"",""2118.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_10K"""
"R44,""0603_ReflowSoldering_RES"",""1125mil"",""1756.25mil"",""1125mil"",""1756.25mil"",""1125mil"",""1729.85mil"",""T"",""90.00"",""RES_0603_1%_100PPM_1K"""
"R43,""0603_ReflowSoldering_RES"",""1068.75mil"",""2025mil"",""1068.75mil"",""2025mil"",""1095.15mil"",""2025mil"",""T"",""180.00"",""RES_0603_1%_100PPM_33K"""
"R42,""0603_ReflowSoldering_RES"",""975mil"",""1337.5mil"",""975mil"",""1337.5mil"",""1001.4mil"",""1337.5mil"",""T"",""180.00"",""RES_0603_1%_100PPM_10K"""
"R41,""0603_ReflowSoldering_RES"",""4215mil"",""1095mil"",""4215mil"",""1095mil"",""4241.4mil"",""1095mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"R39,""0603_ReflowSoldering_RES"",""3100mil"",""462.5mil"",""3100mil"",""462.5mil"",""3073.6mil"",""462.5mil"",""T"",""360.00"",""RES_0603_1%_100PPM_4.7K"""
"R37,""1206_ReflowSoldering_RES"",""5390mil"",""2282.2mil"",""5390mil"",""2282.2mil"",""5447.087mil"",""2282.2mil"",""T"",""180.00"",""RES SMD 2.2 OHM 1% 1/4W 1206"""
"R34,""0603_ReflowSoldering_RES"",""5475mil"",""1997.2mil"",""5475mil"",""1997.2mil"",""5501.4mil"",""1997.2mil"",""T"",""180.00"",""RES_0603_1%_100PPM_2.2K"""
"R33,""0603_ReflowSoldering_RES"",""2281.25mil"",""2293.75mil"",""2281.25mil"",""2293.75mil"",""2281.25mil"",""2267.35mil"",""T"",""90.00"",""RES_0603_1%_100PPM_2.2K"""
"R32,""0603_ReflowSoldering_RES"",""3262.5mil"",""1187.5mil"",""3262.5mil"",""1187.5mil"",""3236.1mil"",""1187.5mil"",""T"",""360.00"",""RES_0603_1%_100PPM_4.7K"""
"R31,""0603_ReflowSoldering_RES"",""1381.25mil"",""843.75mil"",""1381.25mil"",""843.75mil"",""1381.25mil"",""870.15mil"",""T"",""270.00"",""RES_0603_1%_100PPM_51R"""
"R30,""0603_ReflowSoldering_RES"",""7445mil"",""2790mil"",""7445mil"",""2790mil"",""7471.4mil"",""2790mil"",""T"",""180.00"",""RES_0603_1%_100PPM_150R"""
"R29,""0603_ReflowSoldering_RES"",""7325mil"",""2790mil"",""7325mil"",""2790mil"",""7351.4mil"",""2790mil"",""T"",""180.00"",""RES_0603_1%_100PPM_150R"""
"R28,""2512_ReflowSoldering_RES"",""7090mil"",""2595mil"",""7090mil"",""2595mil"",""6978.9mil"",""2595mil"",""T"",""360.00"",""RES_2512_5%_200PPM_200R_500V"""
"R27,""0603_ReflowSoldering_RES"",""3162.5mil"",""987.5mil"",""3162.5mil"",""987.5mil"",""3162.5mil"",""1013.9mil"",""T"",""270.00"",""RES_0603_1%_100PPM_680R"""
"R26,""0603_ReflowSoldering_RES"",""6405mil"",""2895mil"",""6405mil"",""2895mil"",""6431.4mil"",""2895mil"",""T"",""180.00"",""RES_0603_1%_100PPM_150R"""
"R25,""0603_ReflowSoldering_RES"",""6380mil"",""2625mil"",""6380mil"",""2625mil"",""6380mil"",""2651.4mil"",""T"",""270.00"",""RES_0603_1%_100PPM_150R"""
"R24,""2512_ReflowSoldering_RES"",""6330mil"",""2460mil"",""6330mil"",""2460mil"",""6441.1mil"",""2460mil"",""T"",""180.00"",""RES_2512_5%_200PPM_200R_500V"""
"R23,""0603_ReflowSoldering_RES"",""7896.26mil"",""1393.75mil"",""7896.26mil"",""1393.75mil"",""7922.66mil"",""1393.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_4.7K"""
"R22,""0603_ReflowSoldering_RES"",""1562.5mil"",""2412.5mil"",""1562.5mil"",""2412.5mil"",""1588.9mil"",""2412.5mil"",""T"",""180.00"",""RES_0603_1%_100PPM_0R"""
"R21,""0603_ReflowSoldering_RES"",""4690mil"",""1985mil"",""4690mil"",""1985mil"",""4663.6mil"",""1985mil"",""T"",""360.00"",""RES_0603_1%_100PPM_4.7K"""
"R20,""1206_ReflowSoldering_RES"",""4340mil"",""975mil"",""4340mil"",""975mil"",""4397.087mil"",""975mil"",""T"",""180.00"",""RES_1206_1%_100PPM_220K"""
"R19,""1206_ReflowSoldering_RES"",""4337.5mil"",""350mil"",""4337.5mil"",""350mil"",""4394.587mil"",""350mil"",""T"",""180.00"",""RES_1206_1%_100PPM_220K"""
"R18,""0603_ReflowSoldering_RES"",""4790mil"",""2115mil"",""4790mil"",""2115mil"",""4790mil"",""2141.4mil"",""T"",""270.00"",""RES_0603_1%_100PPM_10K"""
"R17,""0603_ReflowSoldering_RES"",""5645mil"",""1995mil"",""5645mil"",""1995mil"",""5618.6mil"",""1995mil"",""T"",""360.00"",""RES_0603_1%_100PPM_4.7K"""
"R16,""0603_ReflowSoldering_RES"",""1150mil"",""100mil"",""1150mil"",""100mil"",""1176.4mil"",""100mil"",""T"",""180.00"",""RES_0603_1%_100PPM_680R"""
"R15,""0603_ReflowSoldering_RES"",""4660mil"",""2515mil"",""4660mil"",""2515mil"",""4660mil"",""2541.4mil"",""T"",""270.00"",""RES_0603_1%_100PPM_4.7K"""
"R14,""0603_ReflowSoldering_RES"",""4755mil"",""2490mil"",""4755mil"",""2490mil"",""4781.4mil"",""2490mil"",""T"",""180.00"",""RES_0603_1%_100PPM_2.2K"""
"R12,""0603_ReflowSoldering_RES"",""4530mil"",""2195mil"",""4530mil"",""2195mil"",""4556.4mil"",""2195mil"",""T"",""180.00"",""RES_0603_1%_100PPM_4.7K"""
"R11,""0603_ReflowSoldering_RES"",""5750mil"",""2265mil"",""5750mil"",""2265mil"",""5776.4mil"",""2265mil"",""T"",""180.00"",""RES_0603_1%_100PPM_4.7K"""
"R10,""0603_ReflowSoldering_RES"",""1150mil"",""168.75mil"",""1150mil"",""168.75mil"",""1176.4mil"",""168.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_680R"""
"R9,""1206_ReflowSoldering_RES"",""2275mil"",""2406.25mil"",""2275mil"",""2406.25mil"",""2332.087mil"",""2406.25mil"",""T"",""180.00"",""RES_1206_1%_200PPM_3.3R"""
"R8,""0603_ReflowSoldering_RES"",""3835mil"",""3030mil"",""3835mil"",""3030mil"",""3861.4mil"",""3030mil"",""T"",""180.00"",""RES_0603_1%_100PPM_4.7K"""
"R7,""0603_ReflowSoldering_RES"",""3835mil"",""3100mil"",""3835mil"",""3100mil"",""3808.6mil"",""3100mil"",""T"",""360.00"",""RES_0603_1%_100PPM_2.2K"""
"R6,""0603_ReflowSoldering_RES"",""1562.5mil"",""2118.75mil"",""1562.5mil"",""2118.75mil"",""1536.1mil"",""2118.75mil"",""T"",""0.00"",""RES_0603_1%_100PPM_115R"""
"R5,""0603_ReflowSoldering_RES"",""3268.75mil"",""962.5mil"",""3268.75mil"",""962.5mil"",""3295.15mil"",""962.5mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"R4,""0603_ReflowSoldering_RES"",""1725mil"",""2793.75mil"",""1725mil"",""2793.75mil"",""1698.6mil"",""2793.75mil"",""T"",""360.00"",""RES_0603_1%_100PPM_4.7K"""
"R3,""0603_ReflowSoldering_RES"",""2186.25mil"",""3128.75mil"",""2186.25mil"",""3128.75mil"",""2159.85mil"",""3128.75mil"",""T"",""360.00"",""RES_0603_1%_100PPM_4.7K"""
"R2,""0603_ReflowSoldering_RES"",""1631.25mil"",""2687.5mil"",""1631.25mil"",""2687.5mil"",""1631.25mil"",""2661.1mil"",""T"",""90.00"",""RES_0603_1%_100PPM_2.2K"""
"R1,""0603_ReflowSoldering_RES"",""2081.25mil"",""2956.25mil"",""2081.25mil"",""2956.25mil"",""2081.25mil"",""2929.85mil"",""T"",""90.00"",""RES_0603_1%_100PPM_2.2K"""
"Q3,""QUARTZ_HC49_11.5X5_CMS"",""1570mil"",""71.25mil"",""1570mil"",""71.25mil"",""1382.992mil"",""71.25mil"",""T"",""360.00"",""QUARTZ_HC49/4HSMX_25M"""
"Q2,""QUARTZ_2X6MM_CYL_CMS"",""2495mil"",""1690mil"",""2495mil"",""1690mil"",""2445mil"",""1571.89mil"",""T"",""270.00"",""QUARTZ_2X6MM_CMS_32.768KHZ"""
"Q1,""QUARTZ_HC49_11.5X5_CMS"",""2693.75mil"",""131.25mil"",""2693.75mil"",""131.25mil"",""2506.742mil"",""131.25mil"",""T"",""360.00"",""QUARTZ_HC49/4HSMX_25M"""
"L36,""0603_ReflowSoldering_CAP"",""4855mil"",""2535mil"",""4855mil"",""2535mil"",""4855mil"",""2508.6mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L35,""0603_ReflowSoldering_CAP"",""5410mil"",""2560mil"",""5410mil"",""2560mil"",""5436.4mil"",""2560mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L34,""0603_ReflowSoldering_CAP"",""2206.25mil"",""2700mil"",""2206.25mil"",""2700mil"",""2179.85mil"",""2700mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L33,""0603_ReflowSoldering_CAP"",""8112.5mil"",""2800mil"",""8112.5mil"",""2800mil"",""8138.9mil"",""2800mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L32,""0603_ReflowSoldering_CAP"",""6.25mil"",""762.5mil"",""6.25mil"",""762.5mil"",""32.65mil"",""762.5mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L31,""1812_ReflowSoldering_SELF"",""143.75mil"",""218.75mil"",""143.75mil"",""218.75mil"",""143.75mil"",""309.301mil"",""T"",""270.00"",""IND_FERRITE_1812_74279226101"""
"L30,""0603_ReflowSoldering_CAP"",""300mil"",""670mil"",""300mil"",""670mil"",""300mil"",""696.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L29,""SELF_WEPD_12X12_h10_XXL"",""8950.63mil"",""1715mil"",""8950.63mil"",""1715mil"",""9145.512mil"",""1715mil"",""T"",""180.00"",""SELF_15UH_6.5A_7447709150"""
"L28,""0603_ReflowSoldering_CAP"",""740mil"",""910mil"",""740mil"",""910mil"",""740mil"",""936.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L27,""0603_ReflowSoldering_CAP"",""815mil"",""910mil"",""815mil"",""910mil"",""815mil"",""936.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L26,""0603_ReflowSoldering_CAP"",""6715mil"",""3050mil"",""6715mil"",""3050mil"",""6688.6mil"",""3050mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L25,""0603_ReflowSoldering_CAP"",""1693.75mil"",""1162.5mil"",""1693.75mil"",""1162.5mil"",""1667.35mil"",""1162.5mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L24,""0603_ReflowSoldering_CAP"",""2956.25mil"",""410mil"",""2956.25mil"",""410mil"",""2956.25mil"",""383.6mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L23,""0603_ReflowSoldering_CAP"",""4755mil"",""2560mil"",""4755mil"",""2560mil"",""4781.4mil"",""2560mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L22,""0603_ReflowSoldering_CAP"",""5075mil"",""2572.2mil"",""5075mil"",""2572.2mil"",""5075mil"",""2545.8mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L21,""0603_ReflowSoldering_CAP"",""5155mil"",""2573.6mil"",""5155mil"",""2573.6mil"",""5155mil"",""2547.2mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L20,""0603_ReflowSoldering_CAP"",""206.25mil"",""1893.75mil"",""206.25mil"",""1893.75mil"",""206.25mil"",""1867.35mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L19,""0603_ReflowSoldering_CAP"",""137.5mil"",""1893.75mil"",""137.5mil"",""1893.75mil"",""137.5mil"",""1867.35mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L18,""0603_ReflowSoldering_CAP"",""-62.5mil"",""1006.25mil"",""-62.5mil"",""1006.25mil"",""-36.1mil"",""1006.25mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L16,""0603_ReflowSoldering_CAP"",""6587.48mil"",""1595mil"",""6587.48mil"",""1595mil"",""6587.48mil"",""1621.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L15,""0603_ReflowSoldering_CAP"",""6360mil"",""1600mil"",""6360mil"",""1600mil"",""6360mil"",""1626.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L14,""SELF_WE-TPC_4.8x4.78_(type4828)"",""2710mil"",""1870mil"",""2710mil"",""1870mil"",""2710mil"",""1938.898mil"",""T"",""270.00"",""SELF_10UH_1.19A_744043100"""
"L13,""1206_ReflowSoldering_FERRITE"",""2680mil"",""2237.913mil"",""2680mil"",""2237.913mil"",""2680mil"",""2295mil"",""T"",""270.00"",""IND_FERRITE_1206_74279218"""
"L12,""0603_ReflowSoldering_CAP"",""7162.48mil"",""2045mil"",""7162.48mil"",""2045mil"",""7188.88mil"",""2045mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L11,""1812_ReflowSoldering_SELF"",""8881.25mil"",""1381.25mil"",""8881.25mil"",""1381.25mil"",""8790.699mil"",""1381.25mil"",""T"",""360.00"",""IND_FERRITE_1812_74279226101"""
"L10,""SELF_WEPD_12X12_h10_XXL"",""8987.5mil"",""2381.25mil"",""8987.5mil"",""2381.25mil"",""9182.382mil"",""2381.25mil"",""T"",""180.00"",""SELF_15UH_6.5A_7447709150"""
"L9,""0603_ReflowSoldering_CAP"",""3960mil"",""3100mil"",""3960mil"",""3100mil"",""3986.4mil"",""3100mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L8,""0603_ReflowSoldering_CAP"",""2206.25mil"",""2775mil"",""2206.25mil"",""2775mil"",""2179.85mil"",""2775mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L7,""SELF_WE-SLM_6x3.3H3.3mm"",""7100mil"",""2775mil"",""7100mil"",""2775mil"",""7190mil"",""2750mil"",""T"",""180.00"",""IND_FERRITE_WE-SLM_2X22UH"""
"L6,""SELF_WE-SLM_6x3.3H3.3mm"",""6245mil"",""2720mil"",""6245mil"",""2720mil"",""6220mil"",""2630mil"",""T"",""90.00"",""IND_FERRITE_WE-SLM_2X22UH"""
"L5,""0603_ReflowSoldering_CAP"",""2186.25mil"",""3203.75mil"",""2186.25mil"",""3203.75mil"",""2212.65mil"",""3203.75mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L4,""0603_ReflowSoldering_CAP"",""1600mil"",""2793.75mil"",""1600mil"",""2793.75mil"",""1573.6mil"",""2793.75mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L3,""1206_ReflowSoldering_FERRITE"",""3130mil"",""2082.913mil"",""3130mil"",""2082.913mil"",""3130mil"",""2140mil"",""T"",""270.00"",""IND_FERRITE_1206_74279218"""
"L2,""SELF_WE-SL2_9.2x6"",""1252.5mil"",""2625mil"",""1252.5mil"",""2625mil"",""1202.5mil"",""2477.362mil"",""T"",""90.00"",""IND_FERRITE_WE-SL2_2X10UH"""
"L1,""1812_ReflowSoldering_SELF"",""10035mil"",""2430mil"",""10035mil"",""2430mil"",""10125.551mil"",""2430mil"",""T"",""180.00"",""IND_FERRITE_1812_74279226101"""
